"Tabela 6022 - População - Total, coeficiente de variação, variações percentuais e absolutas em relação aos três trimestres móveis anteriores e ao mesmo trimestre móvel do ano anterior"
"Variável - População (Mil pessoas)"
"";"Trimestre Móvel"
"";"jan-fev-mar 2012";"fev-mar-abr 2012";"mar-abr-mai 2012";"abr-mai-jun 2012";"mai-jun-jul 2012";"jun-jul-ago 2012";"jul-ago-set 2012";"ago-set-out 2012";"set-out-nov 2012";"out-nov-dez 2012";"nov-dez-jan 2013";"dez-jan-fev 2013";"jan-fev-mar 2013";"fev-mar-abr 2013";"mar-abr-mai 2013";"abr-mai-jun 2013";"mai-jun-jul 2013";"jun-jul-ago 2013";"jul-ago-set 2013";"ago-set-out 2013";"set-out-nov 2013";"out-nov-dez 2013";"nov-dez-jan 2014";"dez-jan-fev 2014";"jan-fev-mar 2014";"fev-mar-abr 2014";"mar-abr-mai 2014";"abr-mai-jun 2014";"mai-jun-jul 2014";"jun-jul-ago 2014";"jul-ago-set 2014";"ago-set-out 2014";"set-out-nov 2014";"out-nov-dez 2014";"nov-dez-jan 2015";"dez-jan-fev 2015";"jan-fev-mar 2015";"fev-mar-abr 2015";"mar-abr-mai 2015";"abr-mai-jun 2015";"mai-jun-jul 2015";"jun-jul-ago 2015";"jul-ago-set 2015";"ago-set-out 2015";"set-out-nov 2015";"out-nov-dez 2015";"nov-dez-jan 2016";"dez-jan-fev 2016";"jan-fev-mar 2016";"fev-mar-abr 2016";"mar-abr-mai 2016";"abr-mai-jun 2016";"mai-jun-jul 2016";"jun-jul-ago 2016";"jul-ago-set 2016";"ago-set-out 2016";"set-out-nov 2016";"out-nov-dez 2016";"nov-dez-jan 2017";"dez-jan-fev 2017";"jan-fev-mar 2017";"fev-mar-abr 2017";"mar-abr-mai 2017";"abr-mai-jun 2017";"mai-jun-jul 2017";"jun-jul-ago 2017";"jul-ago-set 2017";"ago-set-out 2017";"set-out-nov 2017";"out-nov-dez 2017";"nov-dez-jan 2018";"dez-jan-fev 2018";"jan-fev-mar 2018";"fev-mar-abr 2018";"mar-abr-mai 2018";"abr-mai-jun 2018";"mai-jun-jul 2018";"jun-jul-ago 2018";"jul-ago-set 2018";"ago-set-out 2018";"set-out-nov 2018";"out-nov-dez 2018";"nov-dez-jan 2019";"dez-jan-fev 2019";"jan-fev-mar 2019";"fev-mar-abr 2019";"mar-abr-mai 2019";"abr-mai-jun 2019";"mai-jun-jul 2019";"jun-jul-ago 2019";"jul-ago-set 2019";"ago-set-out 2019";"set-out-nov 2019";"out-nov-dez 2019";"nov-dez-jan 2020";"dez-jan-fev 2020";"jan-fev-mar 2020";"fev-mar-abr 2020";"mar-abr-mai 2020";"abr-mai-jun 2020";"mai-jun-jul 2020";"jun-jul-ago 2020";"jul-ago-set 2020";"ago-set-out 2020";"set-out-nov 2020";"out-nov-dez 2020";"nov-dez-jan 2021";"dez-jan-fev 2021";"jan-fev-mar 2021";"fev-mar-abr 2021";"mar-abr-mai 2021";"abr-mai-jun 2021";"mai-jun-jul 2021";"jun-jul-ago 2021";"jul-ago-set 2021";"ago-set-out 2021";"set-out-nov 2021";"out-nov-dez 2021";"nov-dez-jan 2022";"dez-jan-fev 2022";"jan-fev-mar 2022";"fev-mar-abr 2022";"mar-abr-mai 2022";"abr-mai-jun 2022";"mai-jun-jul 2022";"jun-jul-ago 2022";"jul-ago-set 2022";"ago-set-out 2022";"set-out-nov 2022";"out-nov-dez 2022";"nov-dez-jan 2023";"dez-jan-fev 2023";"jan-fev-mar 2023";"fev-mar-abr 2023";"mar-abr-mai 2023";"abr-mai-jun 2023";"mai-jun-jul 2023";"jun-jul-ago 2023";"jul-ago-set 2023";"ago-set-out 2023";"set-out-nov 2023";"out-nov-dez 2023";"nov-dez-jan 2024";"dez-jan-fev 2024";"jan-fev-mar 2024";"fev-mar-abr 2024";"mar-abr-mai 2024";"abr-mai-jun 2024";"mai-jun-jul 2024";"jun-jul-ago 2024";"jul-ago-set 2024";"ago-set-out 2024";"set-out-nov 2024"
"Brasil";"197074";"197217";"197359";"197502";"197645";"197788";"197931";"198074";"198217";"198360";"198503";"198646";"198789";"198932";"199075";"199217";"199360";"199503";"199646";"199789";"199931";"200074";"200217";"200359";"200502";"200645";"200787";"200929";"201072";"201214";"201357";"201499";"201641";"201783";"201925";"202067";"202209";"202351";"202492";"202634";"202775";"202917";"203058";"203199";"203340";"203482";"203622";"203763";"203904";"204045";"204185";"204325";"204466";"204606";"204746";"204886";"205025";"205165";"205305";"205444";"205583";"205722";"205861";"206000";"206138";"206277";"206415";"206553";"206691";"206829";"206966";"207104";"207241";"207378";"207515";"207652";"207788";"207924";"208061";"208196";"208332";"208468";"208603";"208738";"208873";"209008";"209142";"209276";"209411";"209544";"209678";"209811";"209944";"210077";"210210";"210342";"210474";"210606";"210738";"210869";"211001";"211131";"211262";"211392";"211523";"211652";"211782";"211911";"212040";"212169";"212297";"212426";"212553";"212681";"212808";"212935";"213062";"213188";"213314";"213440";"213566";"213691";"213816";"213940";"214064";"214188";"214312";"214435";"214558";"214680";"214802";"214924";"215046";"215167";"215288";"215408";"215528";"215648";"215767";"215886";"216005";"216123";"216241";"216359";"216476";"216593";"216709";"216825";"216941";"217056";"217171";"217285";"217399"
"Fonte: IBGE - Pesquisa Nacional por Amostra de Domicílios Contínua mensal"

"Notas"
"Para as variáveis ""Situação da Variação em relação (...)"": 'Z' indica significância estatística considerando 95% de confiança; 'A' indica ausência de significância estatística considerando 95% de confiança.
A partir de 30 de novembro de 2021, essas estimativas passaram a ser divulgadas com base no novo método de ponderação da pesquisa, conforme a Nota Técnica 03/2021. Consequentemente, a série histórica deste indicador foi atualizada."
""
"Legenda"
"Símbolo";"Significado"
"-";"Zero absoluto, não resultante de um cálculo ou arredondamento.
Ex: Em determinado município não existem pessoas de 14 anos de idade sem instrução."
