,populacao
2025-01,223094.97685814148
2025-02,210910.6571257924
2025-03,238700.152390626
2025-04,230494.12102639707
2025-05,237263.38614899392
2025-06,218916.97166500596
2025-07,218871.99879349628
2025-08,215911.38386341438
2025-09,200740.53246694975
2025-10,197394.14903535275
2025-11,210485.77170777673
2025-12,224148.33710282636
