,populacao
2024-01,309833663852.8182
2024-02,309389840857.339
2024-03,310056348016.65314
2024-04,312668653303.1176
2024-05,315173610002.55237
2024-06,316984504449.3138
2024-07,320627271156.1738
2024-08,322765362730.48785
2024-09,326497361770.13446
2024-10,326866300696.6911
2024-11,329130880365.41174
2024-12,329373006816.7282
