,populacao
2025-01,102327633.0
2025-02,102642863.0
2025-03,102890952.0
2025-04,103090449.0
2025-05,103275933.0
2025-06,103483399.0
2025-07,103736722.0
2025-08,104040111.0
2025-09,104378700.0
2025-10,104726168.0
2025-11,105055780.0
2025-12,105350371.0
