,populacao
2025-02,318867.0461624443
2025-03,526670.5712018358
2025-04,711148.8241634541
2025-05,931498.4368155655
2025-06,1129354.127820745
2025-07,1330631.2691409453
2025-08,1564639.037184994
2025-09,1775118.4488571642
2025-10,1979770.3662503117
2025-11,2190389.3696262124
2025-12,2372980.1125811227
2026-01,2527639.6219578567
