Unnamed: 0,populacao
2025-01,105781398.0
2025-02,105839000.0
2025-03,105896458.0
2025-04,105953772.0
2025-05,106010942.0
2025-06,106067969.0
2025-07,106124852.0
2025-08,106181591.0
2025-09,106238186.0
2025-10,106294638.0
2025-11,106350946.0
2025-12,106407111.0
