,populacao
2024-01,1729.11
2024-02,1733.37
2024-03,1737.64
2024-04,1741.91
2024-05,1746.18
2024-06,1750.45
2024-07,1754.72
2024-08,1758.99
2024-09,1763.26
2024-10,1767.52
2024-11,1771.79
2024-12,1776.06
2025-01,1780.33
2025-02,1784.6
2025-03,1788.87
2025-04,1793.14
