Unnamed: 0,populacao
2025-01,43677875.0
2025-02,43812429.0
2025-03,43918324.0
2025-04,44003478.0
2025-05,44082651.0
2025-06,44171206.0
2025-07,44279336.0
2025-08,44408835.0
2025-09,44553360.0
2025-10,44701674.0
2025-11,44842367.0
2025-12,44968111.0
