,populacao
2025-01,9181839396.166666
2025-02,18363678792.333332
2025-03,27545518188.5
2025-04,36727357584.666664
2025-05,45909196980.83333
2025-06,55091036377.0
2025-07,64272875773.166664
2025-08,73454715169.33333
2025-09,82636554565.5
2025-10,91818393961.66666
2025-11,101000233357.83333
2025-12,110182072754.0
