,populacao
2025-01,11737824161.75
2025-02,23475648323.5
2025-03,35213472485.25
2025-04,46951296647.0
2025-05,58689120808.75
2025-06,70426944970.5
2025-07,82164769132.25
2025-08,93902593294.0
2025-09,105640417455.75
2025-10,117378241617.5
2025-11,129116065779.25
2025-12,140853889941.0
