,populacao
2025-01,216483235.0
2025-02,216601118.0
2025-03,216718706.0
2025-04,216836000.0
2025-05,216953000.0
2025-06,217069706.0
2025-07,217186118.0
2025-08,217302235.0
2025-09,217418059.0
2025-10,217533588.0
2025-11,217648824.0
2025-12,217763765.0
