,populacao
2024-01,4405952.0
2024-02,4428641.0
2024-03,4446618.0
2024-04,4460861.0
2024-05,4472146.0
2024-06,4481087.0
2024-07,4488171.0
2024-08,4493784.0
2024-09,4498231.0
2024-10,4501754.0
2024-11,4504546.0
2024-12,4506757.0
2025-01,4508510.0
