Unnamed: 0,populacao
2025-01,110701837.0
2025-02,110762118.0
2025-03,110822248.0
2025-04,110882228.0
2025-05,110942058.0
2025-06,111001737.0
2025-07,111061266.0
2025-08,111120644.0
2025-09,111179873.0
2025-10,111238950.0
2025-11,111297878.0
2025-12,111356654.0
