,populacao
2025-02,46410.90702532734
2025-03,78023.1223760728
2025-04,106082.79055721869
2025-05,141087.32677372533
2025-06,171705.0532023444
2025-07,196500.68888600118
2025-08,225748.81712301943
2025-09,242846.1980554137
2025-10,268478.4816794381
2025-11,290467.4344537249
2025-12,307806.6128338447
2026-01,322230.94922195014
