Unnamed: 0,populacao
2025-01,58649758.0
2025-02,58830434.0
2025-03,58972628.0
2025-04,59086971.0
2025-05,59193282.0
2025-06,59312193.0
2025-07,59457386.0
2025-08,59631276.0
2025-09,59825340.0
2025-10,60024494.0
2025-11,60213413.0
2025-12,60382260.0
