,populacao
2024-02,27572.24038913165
2024-03,34632.34716513143
2024-04,31657.798512299036
2024-05,36103.21835649114
2024-06,37767.092793580145
2024-07,37525.307136077325
2024-08,40676.49681848966
2024-09,38512.06062227038
2024-10,40239.18214762094
2024-11,43999.04287172175
2024-12,49824.19131578953
2025-01,37867.14420147229
