,populacao
2025-02,254406.78127019462
2025-03,423245.237398276
2025-04,568883.222136058
2025-05,734168.5569615486
2025-06,903282.5602614589
2025-07,1098073.526811705
2025-08,1286511.8825019589
2025-09,1465681.2825594856
2025-10,1652091.681939269
2025-11,1839039.8790807158
2025-12,2048305.504640976
2026-01,2186916.8341912148
