,populacao
2024-01,140374.0
2024-02,116778.0
2024-03,137996.0
2024-04,130437.0
2024-05,133536.0
2024-06,132457.0
2024-07,127945.0
2024-08,115208.0
2024-09,104126.0
2024-10,104224.0
2024-11,98882.0
2024-12,107230.0
