,populacao
2024-01,216483235.0
2024-02,216601118.0
2024-03,216718706.0
2024-04,216836000.0
2024-05,216953000.0
2024-06,217069706.0
2024-07,217186118.0
2024-08,217302235.0
2024-09,217418059.0
2024-10,217533588.0
2024-11,217648824.0
2024-12,217763765.0
