01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022
108144,101003,113920,119697,149410,136510,141312,137695,124575,125432,119554,136323,145659,131015,202511,190341,176862,166710,153298,138310,121336,119796,114375,126134,161189,130073,118598,113829,128032,132924,134334,123083,115910,117094,111806,117891
