01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024
279094,273022,266887,262546,261305,260285,263054,265013,266227,264273,263537,261564,261716,259879,261628,261273,262711,262069,261024,259934,259340,259532,261240,260952,262161,264720,269444,273772,278742,282168,286884,289914,292991,292853,292204,290627,290466,290091,290768,293383,295878,297681,301318,303451,307187,307559,309841,310094,309723,313137
