01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023
95275,96512,97516,98269,98666,99013,99269,99661,99693,99370,98636,98122,97825,98031,98400,98910,99344,99654,99838,100206,100508,100985,100593,100250
