01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023
13148,13160,13087,13228,13588,14319,14598,14558,14514,14412,14744,14932,15257,15189,15225,14832,14407,13874,13453,12906,12405,12011,12048,12016,11949,11349,10631,10080,9882,9694,9460,9022,8741,8572,8995,9224,9432,9095,8945,8647,8520,8411,8316,8259,8202,8082,8292,8535
