01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023
90879,91049,91177,91462,91905,92369,92930,93319,93615,93534,93051,92643,92621,93219,93761,94159,94395,94509,94737,95042,95410,95515,95123,94675,93115,90136,86714,84051,82725,82590,83439,85284,86573,87225,87214,87285,87082,87475,88151,89384,90666,91725,92976,93958,94930,95747,95428,95234,95275,96512,97516,98269,98666,99013,99269,99661,99693,99370,98636,98122,97825,98031,98400,98910,99344,99654,99838,100206,100508,100985,100593,100250
