01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023
228398,216799,243276,238583,241659,224793,227044,216750,220889,210054,201776,208971,219520,209548,238997,230860,237354,219812,219562,216179,217640,210534,205389,210459,218504,205851,233177,224496,230798,212014,211528,208135,192811,189003,201417,214564
