,populacao
2024-02,318867.0461624443
2024-03,526670.5712018358
2024-04,711148.8241634541
2024-05,931498.4368155655
2024-06,1129354.127820745
2024-07,1330631.2691409453
2024-08,1564639.037184994
2024-09,1775118.4488571642
2024-10,1979770.3662503117
2024-11,2190389.3696262124
2024-12,2372980.1125811227
2025-01,2527639.6219578567
