,populacao
2024-05,1792.1
2024-06,1796.5
2024-07,1794.8
2024-08,1792.4
2024-09,1800.2
2024-10,1804.9
2024-11,1803.4
2024-12,1803.6
2025-01,1649.25
2025-02,1652.68
2025-03,1656.1
2025-04,1659.52
2025-05,1662.95
2025-06,1666.37
2025-07,1669.79
2025-08,1673.22
2025-09,1676.64
2025-10,1680.06
