,populacao
2024-04,2767118.0
2024-05,5663507.0
2024-06,8457213.0
2024-07,10825437.0
2024-08,13806996.0
2024-09,17023228.0
2024-10,19963005.0
2024-11,22859690.0
2024-12,25764387.0
