,populacao
2024-05,1844.8421511168763
2024-06,1854.2687209175199
2024-07,1848.1925775424522
2024-08,1863.3981715338066
2024-09,1848.7603671730517
2024-10,1848.2012419175896
2024-11,1847.052308499561
2024-12,1850.6839097847705
2025-01,1649.25
2025-02,1652.68
2025-03,1656.1
2025-04,1659.52
2025-05,1662.95
2025-06,1666.37
2025-07,1669.79
2025-08,1673.22
2025-09,1676.64
2025-10,1680.06
