Unnamed: 0,populacao
2024-01,110701837.0
2024-02,110762118.0
2024-03,110822248.0
2024-04,110882228.0
2024-05,110942058.0
2024-06,111001737.0
2024-07,111061266.0
2024-08,111120644.0
2024-09,111179873.0
2024-10,111238950.0
2024-11,111297878.0
2024-12,111356654.0
