Unnamed: 0,populacao
2024-01,105781398.0
2024-02,105839000.0
2024-03,105896458.0
2024-04,105953772.0
2024-05,106010942.0
2024-06,106067969.0
2024-07,106124852.0
2024-08,106181591.0
2024-09,106238186.0
2024-10,106294638.0
2024-11,106350946.0
2024-12,106407111.0
