,populacao
2024-05,1764.1448168708791
2024-06,1769.1152663226658
2024-07,1770.6439152827659
2024-08,1771.5228390988127
2024-09,1769.0161333097235
2024-10,1744.528788876336
2024-11,1731.3972847132231
2024-12,1756.855516496159
2025-01,1649.25
2025-02,1652.68
2025-03,1656.1
2025-04,1659.52
2025-05,1662.95
2025-06,1666.37
2025-07,1669.79
2025-08,1673.22
2025-09,1676.64
2025-10,1680.06
