08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
1645.35,1653.98,1678.09,1686.47,1697.69,1709.77,1725.71,1726.36,1727.61,1731.85,1739.4,1740.81,1741.51,1750.02,1763.67,1766.89,1772.31,1782.91,1785.43,1787.75,1790.99
