08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
1676.13,1683.1,1709.83,1719.1,1722.72,1727.02,1728.23,1727.96,1728.52,1730.74,1739.19,1737.71,1741.72,1743.37,1742.32,1739.31,1754.88,1755.14,1761.49,1756.78,1757.56
