01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
"1162,24","1165,12","1169,15","1172,05","1174,02","1175,62","1181,41","1191,84","1209,02","1229,72","1252,1","1276,4","1301,84","1319,18","1338,35","1363,41","1387,73","1421,87","1448,78","1463,11","1475,96","1490,88","1506,76","1514,52","1525,48","1533,96","1549,07","1567,76","1601,76","1628,25","1652,27","1661,85","1669,19","1675,46","1677,96","1679,25","1684,45","1685,74","1689,13","1693,67","1699,79","1706,5","1710,37","1713,52","1713,87","1716,3","1717,71","1722,19","1725,52","1728,11","1729,25","1736,37"
