08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
1729.3,1745.74,1750.43,1756.2,1761.89,1761.86,1764.72,1772.25,1780.65,1785.67,1803.11,1806.36,1832.8,1833.64,1835.7,1838,1842.66,1843.86,1845.73,1845.48,1847.03
