08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
1549.97,1556.52,1560.37,1561.13,1560.52,1561.05,1561.97,1569.86,1577.97,1581.22,1591.72,1593.03,1592.25,1590.83,1593.63,1595.83,1599.14,1606.98,1609.65,1611.39,1618.44
