08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024
1732.44,1737.19,1736.74,1736.53,1735.03,1744.44,1742.11,1741.96,1744,1754.28,1753.66,1761.77,1760.79,1760.23,1760.7,1761.83,1764.24,1763.58,1765.45,1767.73,1779.23
