Data;Valor
1974-03-01;1954
1974-04-01;430
1974-05-01;2269
1974-06-01;1410
1974-07-01;2265
1974-08-01;2491
1974-09-01;1791
1974-10-01;1784
1974-11-01;2484
1974-12-01;1594
1975-01-01;4038
1975-02-01;1886
1975-03-01;1641
1975-04-01;2621
1975-05-01;2239
1975-06-01;2546
1975-07-01;2134
1975-08-01;2092
1975-09-01;1011
1975-10-01;2185
1975-11-01;1259
1975-12-01;2337
1976-01-01;799
1976-02-01;1692
1976-03-01;2019
1976-04-01;1729
1976-05-01;2388
1976-06-01;1574
1976-07-01;2053
1976-08-01;2086
1976-09-01;1461
1976-10-01;2163
1976-11-01;1769
1976-12-01;1662
1977-01-01;2214
1977-02-01;2292
1977-03-01;1780
1977-04-01;1655
1977-05-01;1094
1977-06-01;1244
1977-07-01;2156
1977-08-01;1475
1977-09-01;3373
1977-10-01;2867
1977-11-01;2386
1977-12-01;4288
1978-01-01;2340
1978-02-01;4047
1978-03-01;3195
1978-04-01;3528
1978-05-01;2999
1978-06-01;3726
1978-07-01;1666
1978-08-01;5263
1978-09-01;3182
1978-10-01;6005
1978-11-01;4035
1978-12-01;5747
1979-01-01;2427
1979-02-01;2392
1979-03-01;3811
1979-04-01;3763
1979-05-01;6832
1979-06-01;3731
1979-07-01;5602
1979-08-01;4360
1979-09-01;3429
1979-10-01;4006
1979-11-01;2917
1979-12-01;4137
1980-01-01;3694
1980-02-01;3178
1980-03-01;2469
1980-04-01;3461
1980-05-01;6731
1980-06-01;3798
1980-07-01;5674
1980-08-01;5972
1980-09-01;6511
1980-10-01;9616
1980-11-01;12134
1980-12-01;17486
1981-01-01;10025
1981-02-01;10122
1981-03-01;15437
1981-04-01;13314
1981-05-01;12575
1981-06-01;14419
1981-07-01;11152
1981-08-01;11521
1981-09-01;5079
1981-10-01;9182
1981-11-01;6942
1981-12-01;9044
1982-01-01;9858
1982-02-01;11273
1982-03-01;11066
1982-04-01;10681
1982-05-01;9704
1982-06-01;9332
1982-07-01;10537
1982-08-01;9402
1982-09-01;7568
1982-10-01;4492
1982-11-01;5365
1982-12-01;9801
1983-01-01;6900
1983-02-01;3359
1983-03-01;10734
1983-04-01;5863
1983-05-01;8991
1983-06-01;8620
1983-07-01;10433
1983-08-01;14332
1983-09-01;4742
1983-10-01;9522
1983-11-01;8068
1983-12-01;10727
1984-01-01;9544
1984-02-01;5602
1984-03-01;10654
1984-04-01;9817
1984-05-01;8405
1984-06-01;12431
1984-07-01;7511
1984-08-01;12271
1984-09-01;5508
1984-10-01;9162
1984-11-01;9207
1984-12-01;9474
1985-01-01;7559
1985-02-01;6461
1985-03-01;11333
1985-04-01;5976
1985-05-01;9759
1985-06-01;7590
1985-07-01;15342
1985-08-01;9417
1985-09-01;14064
1985-10-01;10867
1985-11-01;9707
1985-12-01;13891
1986-01-01;3818
1986-02-01;6299
1986-03-01;11287
1986-04-01;8810
1986-05-01;10307
1986-06-01;8829
1986-07-01;8894
1986-08-01;7895
1986-09-01;5092
1986-10-01;7744
1986-11-01;2080
1986-12-01;11635
1987-01-01;5925
1987-02-01;14112
1987-03-01;16629
1987-04-01;23418
1987-05-01;23340
1987-06-01;27543
1987-07-01;29477
1987-08-01;28131
1987-09-01;19006
1987-10-01;19018
1987-11-01;16586
1987-12-01;20690
1988-01-01;14204
1988-02-01;18335
1988-03-01;22831
1988-04-01;22526
1988-05-01;21046
1988-06-01;20927
1988-07-01;11641
1988-08-01;25024
1988-09-01;13678
1988-10-01;14035
1988-11-01;17052
1988-12-01;17849
1989-01-01;7375
1989-02-01;17772
1989-03-01;18973
1989-04-01;7129
1989-05-01;20756
1989-06-01;16967
1989-07-01;25632
1989-08-01;17699
1989-09-01;15242
1989-10-01;16810
1989-11-01;10365
1989-12-01;20023
1990-01-01;6160
1990-02-01;11843
1990-03-01;13702
1990-04-01;13746
1990-05-01;19015
1990-06-01;12817
1990-07-01;3240
1990-08-01;7274
1990-09-01;6151
1990-10-01;6084
1990-11-01;6232
1990-12-01;10776
1991-01-01;5796
1991-02-01;2860
1991-03-01;9980
1991-04-01;6685
1991-05-01;5689
1991-06-01;10477
1991-07-01;6154
1991-08-01;9111
1991-09-01;7170
1991-10-01;8257
1991-11-01;9657
1991-12-01;11561
1992-01-01;10972
1992-02-01;14671
1992-03-01;17548
1992-04-01;15759
1992-05-01;16796
1992-06-01;13854
1992-07-01;16285
1992-08-01;14532
1992-09-01;14983
1992-10-01;11650
1992-11-01;12865
1992-12-01;13495
1993-01-01;4643
1993-02-01;9234
1993-03-01;13571
1993-04-01;8547
1993-05-01;11829
1993-06-01;10194
1993-07-01;9542
1993-08-01;9007
1993-09-01;8289
1993-10-01;7960
1993-11-01;9858
1993-12-01;10172
1994-01-01;5457
1994-02-01;8183
1994-03-01;9162
1994-04-01;9206
1994-05-01;11305
1994-06-01;12395
1994-07-01;12699
1994-08-01;11982
1994-09-01;9046
1994-10-01;9209
1994-11-01;9000
1994-12-01;8960
1995-01-01;3567
1995-02-01;8506
1995-03-01;8625
1995-04-01;9432
1995-05-01;7762
1995-06-01;8961
1995-07-01;10061
1995-08-01;9931
1995-09-01;8395
1995-10-01;7352
1995-11-01;6679
1995-12-01;4655
1996-01-01;2892
1996-02-01;6872
1996-03-01;9506
1996-04-01;6665
1996-05-01;9992
1996-06-01;10720
1996-07-01;11218
1996-08-01;13314
1996-09-01;11408
1996-10-01;7821
1996-11-01;10657
1996-12-01;13503
1997-01-01;6771
1997-02-01;7866
1997-03-01;10871
1997-04-01;15487
1997-05-01;15417
1997-06-01;15617
1997-07-01;13565
1997-08-01;19181
1997-09-01;23790
1997-10-01;22871
1997-11-01;28867
1997-12-01;28795
1998-01-01;13608
1998-02-01;18657
1998-03-01;29302
1998-04-01;24861
1998-05-01;26349
1998-06-01;22386
1998-07-01;22692
1998-08-01;23142
1998-09-01;19455
1998-10-01;13686
1998-11-01;15707
1998-12-01;13411
1999-01-01;8456
1999-02-01;9137
1999-03-01;14386
1999-04-01;14217
1999-05-01;20877
1999-06-01;16463
1999-07-01;17832
1999-08-01;22459
1999-09-01;20586
1999-10-01;18754
1999-11-01;20466
1999-12-01;24284
2000-01-01;13172
2000-02-01;21318
2000-03-01;23027
2000-04-01;22541
2000-05-01;29839
2000-06-01;26257
2000-07-01;27137
2000-08-01;26656
2000-09-01;24083
2000-10-01;24903
2000-11-01;20842
2000-12-01;26128
2001-01-01;12612
2001-02-01;15230
2001-03-01;25122
2001-04-01;26726
2001-05-01;24501
2001-06-01;23115
2001-07-01;19354
2001-08-01;16140
2001-09-01;23855
2001-10-01;25718
2001-11-01;19275
2001-12-01;16624
2002-01-01;9292
2002-02-01;14161
2002-03-01;19190
2002-04-01;19346
2002-05-01;25233
2002-06-01;19744
2002-07-01;26071
2002-08-01;21680
2002-09-01;26348
2002-10-01;27406
2002-11-01;30213
2002-12-01;27023
2003-01-01;16724
2003-02-01;22422
2003-03-01;28600
2003-04-01;27921
2003-05-01;25278
2003-06-01;39066
2003-07-01;31071
2003-08-01;39793
2003-09-01;45661
2003-10-01;45751
2003-11-01;36910
2003-12-01;33631
2004-01-01;32055
2004-02-01;27303
2004-03-01;46637
2004-04-01;37587
2004-05-01;42619
2004-06-01;52558
2004-07-01;54737
2004-08-01;61510
2004-09-01;48985
2004-10-01;60284
2004-11-01;52378
2004-12-01;48989
2005-01-01;41047
2005-02-01;50328
2005-03-01;60824
2005-04-01;64250
2005-05-01;66443
2005-06-01;70611
2005-07-01;66537
2005-08-01;61881
2005-09-01;65191
2005-10-01;54205
2005-11-01;60404
2005-12-01;62442
2006-01-01;46126
2006-02-01;55734
2006-03-01;55795
2006-04-01;51986
2006-05-01;55038
2006-06-01;51832
2006-07-01;58082
2006-08-01;50432
2006-09-01;56290
2006-10-01;52618
2006-11-01;48125
2006-12-01;52415
2007-01-01;34888
2007-02-01;50959
2007-03-01;55926
2007-04-01;47984
2007-05-01;55654
2007-06-01;49917
2007-07-01;69045
2007-08-01;53003
2007-09-01;52809
2007-10-01;64455
2007-11-01;49786
2007-12-01;50130
2008-01-01;45385
2008-02-01;44871
2008-03-01;49779
2008-04-01;49372
2008-05-01;42801
2008-06-01;55709
2008-07-01;50259
2008-08-01;52661
2008-09-01;48315
2008-10-01;51385
2008-11-01;40385
2008-12-01;37660
2009-01-01;17712
2009-02-01;22785
2009-03-01;26137
2009-04-01;25719
2009-05-01;32650
2009-06-01;31265
2009-07-01;25445
2009-08-01;35373
2009-09-01;30785
2009-10-01;37697
2009-11-01;40729
2009-12-01;41726
2010-01-01;36030
2010-02-01;39129
2010-03-01;46866
2010-04-01;32299
2010-05-01;47416
2010-06-01;41040
2010-07-01;38725
2010-08-01;42844
2010-09-01;45318
2010-10-01;51140
2010-11-01;50324
2010-12-01;31623
2011-01-01;30853
2011-02-01;47190
2011-03-01;42850
2011-04-01;50923
2011-05-01;45061
2011-06-01;37239
2011-07-01;46903
2011-08-01;46905
2011-09-01;45529
2011-10-01;53017
2011-11-01;55806
2011-12-01;51050
2012-01-01;33637
2012-02-01;36432
2012-03-01;41707
2012-04-01;49510
2012-05-01;26733
2012-06-01;35934
2012-07-01;29758
2012-08-01;42625
2012-09-01;27195
2012-10-01;42050
2012-11-01;36413
2012-12-01;41091
2013-01-01;36016
2013-02-01;31635
2013-03-01;43460
2013-04-01;52753
2013-05-01;48533
2013-06-01;49288
2013-07-01;54034
2013-08-01;64071
2013-09-01;45288
2013-10-01;51819
2013-11-01;45073
2013-12-01;43141
2014-01-01;22613
2014-02-01;28626
2014-03-01;23407
2014-04-01;35235
2014-05-01;34988
2014-06-01;24425
2014-07-01;34321
2014-08-01;31668
2014-09-01;26024
2014-10-01;23503
2014-11-01;25971
2014-12-01;23438
2015-01-01;16302
2015-02-01;31266
2015-03-01;32189
2015-04-01;29960
2015-05-01;40762
2015-06-01;47976
2015-07-01;28296
2015-08-01;34430
2015-09-01;33502
2015-10-01;39887
2015-11-01;36531
2015-12-01;46231
2016-01-01;23834
2016-02-01;36362
2016-03-01;41593
2016-04-01;39661
2016-05-01;48603
2016-06-01;46688
2016-07-01;46113
2016-08-01;41169
2016-09-01;39461
2016-10-01;37070
2016-11-01;56722
2016-12-01;59292
2017-01-01;38125
2017-02-01;67084
2017-03-01;69283
2017-04-01;61200
2017-05-01;73432
2017-06-01;67887
2017-07-01;65579
2017-08-01;67268
2017-09-01;60189
2017-10-01;61801
2017-11-01;73073
2017-12-01;61140
2018-01-01;46398
2018-02-01;66321
2018-03-01;67488
2018-04-01;72975
2018-05-01;60754
2018-06-01;64918
2018-07-01;49705
2018-08-01;56104
2018-09-01;39449
2018-10-01;38734
2018-11-01;34441
2018-12-01;31709
2019-01-01;30261
2019-02-01;40510
2019-03-01;39098
2019-04-01;34905
2019-05-01;42126
2019-06-01;40433
2019-07-01;42089
2019-08-01;36743
2019-09-01;36640
2019-10-01;29966
2019-11-01;31735
2019-12-01;29006
2020-01-01;20549
2020-02-01;37677
2020-03-01;30772
2020-04-01;7212
2020-05-01;3870
2020-06-01;19414
2020-07-01;29126
2020-08-01;27897
2020-09-01;30519
2020-10-01;34882
2020-11-01;44007
2020-12-01;38405
2021-01-01;25918
2021-02-01;33064
2021-03-01;36777
2021-04-01;33877
2021-05-01;36984
2021-06-01;33512
2021-07-01;23766
2021-08-01;29444
2021-09-01;23639
2021-10-01;29803
2021-11-01;28018
2021-12-01;41581
2022-01-01;27708
2022-02-01;41449
2022-03-01;38898
2022-04-01;44822
2022-05-01;46073
2022-06-01;47315
2022-07-01;41908
2022-08-01;46798
2022-09-01;28544
2022-10-01;42766
2022-11-01;43437
2022-12-01;31211
2023-01-01;33048
2023-02-01;35696
2023-03-01;45419
2023-04-01;34007
2023-05-01;45660
2023-06-01;36622
2023-07-01;30457
2023-08-01;34548
2023-09-01;27440
2023-10-01;31276
2023-11-01;24068
2023-12-01;25678
2024-01-01;18837
2024-02-01;30705
2024-03-01;32706
2024-04-01;27334
2024-05-01;26760
2024-06-01;28957
2024-07-01;39089
2024-08-01;38225
2024-09-01;41629
2024-10-01;43549
2024-11-01;39339
2024-12-01;31354
