01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023,01/01/2024,02/01/2024,03/01/2024,04/01/2024,05/01/2024,06/01/2024,07/01/2024,08/01/2024,09/01/2024,11/01/2024,12/01/2024
285487.0,279274.0,272995.0,268551.0,267285.0,266244.0,269085.0,271083.0,272319.0,270315.0,288930.0,287832.0,267704.0,265820.0,267602.0,267247.0,268722.0,268068.0,266999.0,265884.0,265269.0,265468.0,269566.0,267548.0,268161.0,270779.0,275613.0,280037.0,285118.0,288623.0,293449.0,296542.0,299692.0,299548.0,267216.0,266923.0,297117.0,296737.0,297426.0,300099.0,302647.0,304492.0,308218.0,310403.0,314224.0,314602.0,298891.0,297277.0,316815.0,320305.0,324074.0,327793.0,326408.0,329660.0,330335.0,334154.0,336738.0,316937.0,317196.0
