,populacao
2024-05,1621.86
2024-06,1625.29
2024-07,1628.71
2024-08,1632.13
2024-09,1635.56
2024-10,1638.98
2024-11,1642.4
2024-12,1645.83
2025-01,1649.25
2025-02,1652.68
2025-03,1656.1
2025-04,1659.52
2025-05,1662.95
2025-06,1666.37
2025-07,1669.79
2025-08,1673.22
2025-09,1676.64
2025-10,1680.06
