,populacao
2024-01,102327633.0
2024-02,102642863.0
2024-03,102890952.0
2024-04,103090449.0
2024-05,103275933.0
2024-06,103483399.0
2024-07,103736722.0
2024-08,104040111.0
2024-09,104378700.0
2024-10,104726168.0
2024-11,105055780.0
2024-12,105350371.0
