Unnamed: 0,populacao
2024-01,43677875.0
2024-02,43812429.0
2024-03,43918324.0
2024-04,44003478.0
2024-05,44082651.0
2024-06,44171206.0
2024-07,44279336.0
2024-08,44408835.0
2024-09,44553360.0
2024-10,44701674.0
2024-11,44842367.0
2024-12,44968111.0
