,populacao
2024-02,254406.78127019462
2024-03,423245.237398276
2024-04,568883.222136058
2024-05,734168.5569615486
2024-06,903282.5602614589
2024-07,1098073.526811705
2024-08,1286511.8825019589
2024-09,1465681.2825594856
2024-10,1652091.681939269
2024-11,1839039.8790807158
2024-12,2048305.504640976
2025-01,2186916.8341912148
