,populacao
2024-01,11737824161.75
2024-02,23475648323.5
2024-03,35213472485.25
2024-04,46951296647.0
2024-05,58689120808.75
2024-06,70426944970.5
2024-07,82164769132.25
2024-08,93902593294.0
2024-09,105640417455.75
2024-10,117378241617.5
2024-11,129116065779.25
2024-12,140853889941.0
