,populacao
2024-04,2767118.0
2024-05,2896389.0
2024-06,2793706.0
2024-07,2368224.0
2024-08,2981559.0
2024-09,3216232.0
2024-10,2939777.0
2024-11,2896685.0
2024-12,2904697.0
