,populacao
2024-01,309786.75906608586
2024-02,309312.0862255045
2024-03,309983.1887703125
2024-04,312599.87271625415
2024-05,315117.07085417124
2024-06,316936.55584192835
2024-07,320585.16473382915
2024-08,322728.1306404768
2024-09,326456.5947147758
2024-10,326822.79216527863
2024-11,329071.5602518015
2024-12,329303.81364057906
