,populacao
2024-05,1782.2195279763594
2024-06,1780.2761915925446
2024-07,1788.4413301132406
2024-08,1788.907033411847
2024-09,1783.621750828893
2024-10,1784.9097324646025
2024-11,1787.2316112678798
2024-12,1793.119598874084
