Unnamed: 0,populacao
2024-01,58649758.0
2024-02,58830434.0
2024-03,58972628.0
2024-04,59086971.0
2024-05,59193282.0
2024-06,59312193.0
2024-07,59457386.0
2024-08,59631276.0
2024-09,59825340.0
2024-10,60024494.0
2024-11,60213413.0
2024-12,60382260.0
