,populacao
2024-05,1792.122471844117
2024-06,1796.5669533723692
2024-07,1794.8730783784806
2024-08,1792.429237782735
2024-09,1800.2326630747289
2024-10,1804.949354829866
2024-11,1803.4586671685058
2024-12,1803.6623591158416
