01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022,03/01/2022,04/01/2022,05/01/2022,06/01/2022,07/01/2022,08/01/2022,09/01/2022,10/01/2022,11/01/2022,12/01/2022,01/01/2023,02/01/2023,03/01/2023,04/01/2023,05/01/2023,06/01/2023,07/01/2023,08/01/2023,09/01/2023,10/01/2023,11/01/2023,12/01/2023
88011,88846,89379,89647,89786,90085,90320,90467,90555,90593,90284,89900,89688,90087,90545,90849,91103,91232,91438,91606,92000,92170,91870,91699,91456,91698,91892,92118,92056,92056,92407,92692,92878,92962,92743,92308,91962,92174,92147,92249,92231,92173,92201,92386,92287,92366,91803,91304,90708,90549,90708,90673,90327,90080,89821,89884,90149,90174,89746,89240,88846,89160,89623,90193,90585,91001,91268,91602,92025,92228,91857,91312,90879,91049,91177,91462,91905,92369,92930,93319,93615,93534,93051,92643,92621,93219,93761,94159,94395,94509,94737,95042,95410,95515,95123,94675,93115,90136,86714,84051,82725,82590,83439,85284,86573,87225,87214,87285,87082,87475,88151,89384,90666,91725,92976,93958,94930,95747,95428,95234,95275,96512,97516,98269,98666,99013,99269,99661,99693,99370,98636,98122,97825,98031,98400,98910,99344,99654,99838,100206,100508,100985,100593,100250
