"1º trimestre 2020";"2º trimestre 2020";"3º trimestre 2020";"4º trimestre 2020";"1º trimestre 2021";"2º trimestre 2021";"3º trimestre 2021";"4º trimestre 2021";"1º trimestre 2022";"2º trimestre 2022";"3º trimestre 2022";"4º trimestre 2022";"1º trimestre 2023";"2º trimestre 2023";"3º trimestre 2023";"4º trimestre 2023"
"974555";"977287";"1019340";"995956";"996789";"998454";"1015018";"1002251";"994938";"1017498";"1036531";"1049652";"1029108";"1051421";"1074953";"1054735"


