"jan-fev-mar 2020";"fev-mar-abr 2020";"mar-abr-mai 2020";"abr-mai-jun 2020";"mai-jun-jul 2020";"jun-jul-ago 2020";"jul-ago-set 2020";"ago-set-out 2020";"set-out-nov 2020";"out-nov-dez 2020";"nov-dez-jan 2021";"dez-jan-fev 2021";"jan-fev-mar 2021";"fev-mar-abr 2021";"mar-abr-mai 2021";"abr-mai-jun 2021";"mai-jun-jul 2021";"jun-jul-ago 2021";"jul-ago-set 2021";"ago-set-out 2021";"set-out-nov 2021";"out-nov-dez 2021";"nov-dez-jan 2022";"dez-jan-fev 2022";"jan-fev-mar 2022";"fev-mar-abr 2022";"mar-abr-mai 2022";"abr-mai-jun 2022";"mai-jun-jul 2022";"jun-jul-ago 2022";"jul-ago-set 2022";"ago-set-out 2022";"set-out-nov 2022";"out-nov-dez 2022";"nov-dez-jan 2023";"dez-jan-fev 2023";"jan-fev-mar 2023";"fev-mar-abr 2023";"mar-abr-mai 2023";"abr-mai-jun 2023";"mai-jun-jul 2023";"jun-jul-ago 2023";"jul-ago-set 2023";"ago-set-out 2023";"set-out-nov 2023";"out-nov-dez 2023";"nov-dez-jan 2024";"dez-jan-fev 2024"
"106263";"103296";"99800";"97279";"96314";"96908";"98037";"99842";"101087";"101637";"101958";"102217";"102339";"102665";"103376";"104216";"105073";"105599";"106430";"106864";"107334";"107758";"107476";"107249";"107224";"107861";"108147";"108349";"108548";"108706";"108729";"108684";"108434";"107942";"107631";"107346";"107257";"107127";"107345";"107557";"107865";"108065";"108154";"108465";"108710";"109066";"108885";"108784"


