1º trimestre 2020,2º trimestre 2020,3º trimestre 2020,4º trimestre 2020,1º trimestre 2021,2º trimestre 2021,3º trimestre 2021,4º trimestre 2021,1º trimestre 2022,2º trimestre 2022,3º trimestre 2022,4º trimestre 2022,1º trimestre 2023,2º trimestre 2023,3º trimestre 2023,4º trimestre 2023
1070,1061,1049,1052,1070,1069,1065,1062,1071,1065,1055,1048,1060,1063,1060,1056
