01/01/2012,02/01/2012,03/01/2012,04/01/2012,05/01/2012,06/01/2012,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019
88011,88846,89379,89647,89786,90085,90320,90467,90555,90593,90284,89900,89688,90087,90545,90849,91103,91232,91438,91606,92000,92170,91870,91699,91456,91698,91892,92118,92056,92056,92407,92692,92878,92962,92743,92308,91962,92174,92147,92249,92231,92173,92201,92386,92287,92366,91803,91304,90708,90549,90708,90673,90327,90080,89821,89884,90149,90174,89746,89240,88846,89160,89623,90193,90585,91001,91268,91602,92025,92228,91857,91312,90879,91049,91177,91462,91905,92369,92930,93319,93615,93534,93051,92643,92621,93219,93761,94159,94395,94509,94737,95042,95410,95515,95123,94675
