"jan-fev-mar 2020";"fev-mar-abr 2020";"mar-abr-mai 2020";"abr-mai-jun 2020";"mai-jun-jul 2020";"jun-jul-ago 2020";"jul-ago-set 2020";"ago-set-out 2020";"set-out-nov 2020";"out-nov-dez 2020";"nov-dez-jan 2021";"dez-jan-fev 2021";"jan-fev-mar 2021";"fev-mar-abr 2021";"mar-abr-mai 2021";"abr-mai-jun 2021";"mai-jun-jul 2021";"jun-jul-ago 2021";"jul-ago-set 2021";"ago-set-out 2021";"set-out-nov 2021";"out-nov-dez 2021";"nov-dez-jan 2022";"dez-jan-fev 2022";"jan-fev-mar 2022";"fev-mar-abr 2022";"mar-abr-mai 2022";"abr-mai-jun 2022";"mai-jun-jul 2022";"jun-jul-ago 2022";"jul-ago-set 2022";"ago-set-out 2022";"set-out-nov 2022";"out-nov-dez 2022";"nov-dez-jan 2023";"dez-jan-fev 2023";"jan-fev-mar 2023";"fev-mar-abr 2023";"mar-abr-mai 2023";"abr-mai-jun 2023";"mai-jun-jul 2023";"jun-jul-ago 2023";"jul-ago-set 2023";"ago-set-out 2023";"set-out-nov 2023";"out-nov-dez 2023";"nov-dez-jan 2024";"dez-jan-fev 2024"
"63164";"66272";"69910";"72573";"73681";"73226";"72234";"70565";"69456";"69042";"68855";"68732";"68746";"68552";"67975";"67270";"66547";"66154";"65456";"65155";"64816";"64525";"64938";"65297";"65454";"64946";"64791";"64719";"64651";"64621";"64729";"64903";"65282";"65903";"66341";"66754";"66972";"67227";"67136";"67051";"66870";"66794";"66829";"66641";"66519";"66286";"66590";"66813"



