
1º trimestre 2020,2º trimestre 2020,3º trimestre 2020,4º trimestre 2020,1º trimestre 2021,2º trimestre 2021,3º trimestre 2021,4º trimestre 2021,1º trimestre 2022,2º trimestre 2022,3º trimestre 2022,4º trimestre 2022,1º trimestre 2023,2º trimestre 2023,3º trimestre 2023,4º trimestre 2023
275,275,279,279,285,284,278,279,279,273,272,267,272,274,275,266
